Id,MSZoning,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,Heating,HeatingQC,CentralAir,Electrical,KitchenQual,Functional,FireplaceQu,GarageType,GarageFinish,GarageQual,GarageCond,PavedDrive,PoolQC,Fence,MiscFeature,SaleType,SaleCondition,Crisis,MSSubClass,OverallQual,OverallCond,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageCars,X3SsnPorch,PoolArea,MoSold,YrSold,LotFrontage,LotArea,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,X1stFlrSF,X2ndFlrSF,LowQualFinSF,GrLivArea,GarageYrBlt,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,ScreenPorch,MiscVal,SalePrice,Reforma
717,RM,Pave,Grvl,Reg,Bnk,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,VinylSd,,TA,Gd,BrkTil,TA,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,TA,Typ,,Detchd,Unf,TA,TA,P,,,,WD,Normal,No,70,7,8,0,0,1,1,3,1,8,0,2,0,0,7,2007,60.0,10800.0,1890.0,1998,0.0,0.0,0.0,718.0,718.0,1576.0,978.0,0.0,2554.0,1996.0,704.0,0.0,48.0,,0.0,0.0,159500,9
718,RL,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,,TA,TA,CBlock,Gd,TA,No,BLQ,Unf,GasA,Gd,Y,SBrkr,Gd,Typ,Fa,Attchd,Unf,TA,TA,Y,,MnPrv,,WD,Normal,Si,20,5,6,0,1,1,1,3,1,5,1,2,0,0,11,2008,80.0,10000.0,1973.0,2000,0.0,1084.0,0.0,92.0,1176.0,1178.0,0.0,0.0,1178.0,1973.0,439.0,224.0,0.0,0.0,0.0,0.0,157000,8
719,RL,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,Hip,CompShg,Wd Sdng,ImStucc,BrkFace,Gd,TA,PConc,Gd,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,RFn,TA,TA,Y,,,,WD,Normal,Si,60,7,5,1,0,2,1,3,1,9,1,3,0,0,8,2008,96.0,10542.0,1993.0,1994,,1173.0,0.0,138.0,1311.0,1325.0,1093.0,0.0,2418.0,1993.0,,250.0,154.0,,0.0,0.0,341000,14
720,RL,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,Plywood,,TA,TA,CBlock,Gd,TA,Gd,ALQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,Po,Attchd,Unf,TA,TA,Y,,,,WD,Normal,No,20,5,6,0,0,1,1,3,1,5,1,1,0,0,5,2006,69.0,9920.0,1969.0,1969,0.0,523.0,0.0,448.0,971.0,971.0,0.0,0.0,971.0,1969.0,300.0,0.0,0.0,0.0,0.0,0.0,128500,37
721,RL,Pave,,IR1,Low,AllPub,CulDSac,Mod,StoneBr,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,,Gd,TA,PConc,Gd,TA,Gd,GLQ,Unf,GasA,TA,Y,SBrkr,Gd,Typ,TA,Attchd,RFn,TA,TA,Y,,,,WD,Normal,No,120,8,5,1,0,2,0,2,1,5,1,2,0,0,12,2006,,6563.0,1985.0,1985,0.0,1148.0,0.0,594.0,1742.0,1742.0,0.0,0.0,1742.0,1985.0,564.0,114.0,28.0,,0.0,0.0,275000,21
722,RM,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,,Attchd,RFn,TA,TA,Y,,,,WD,Normal,Si,120,6,5,1,0,1,0,1,1,3,0,2,0,0,5,2010,,4426.0,2004.0,2004,169.0,662.0,0.0,186.0,848.0,848.0,0.0,0.0,848.0,2004.0,420.0,160.0,0.0,0.0,0.0,0.0,143000,6
723,RL,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,,TA,Gd,CBlock,TA,TA,No,ALQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,,Detchd,Unf,TA,TA,Y,,,,WD,Normal,Si,20,4,7,0,0,1,0,3,1,5,0,2,0,0,7,2009,70.0,8120.0,1970.0,1970,0.0,191.0,0.0,673.0,864.0,864.0,0.0,0.0,864.0,1994.0,463.0,0.0,0.0,0.0,0.0,0.0,124500,39
724,RL,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,,TA,TA,PConc,TA,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,TA,Typ,,Detchd,Unf,TA,TA,Y,,,,WD,Normal,Si,50,4,6,0,0,2,0,4,1,7,0,1,0,0,5,2008,60.0,8172.0,1954.0,1972,0.0,0.0,0.0,941.0,941.0,997.0,473.0,0.0,1470.0,1958.0,548.0,0.0,0.0,0.0,,0.0,135000,36
725,RL,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,Hip,CompShg,CemntBd,CmentBd,Stone,Ex,TA,PConc,Ex,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,Gd,Attchd,Fin,TA,TA,Y,,,,WD,Normal,Si,20,9,5,1,0,2,0,3,1,8,1,3,0,0,2,2009,86.0,13286.0,2007.0,2008,340.0,1234.0,0.0,464.0,1698.0,1698.0,0.0,0.0,1698.0,2007.0,768.0,327.0,64.0,0.0,0.0,0.0,320000,1
726,RL,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,Plywood,,TA,TA,CBlock,TA,TA,No,ALQ,BLQ,GasA,TA,Y,SBrkr,Gd,Typ,,Detchd,Unf,TA,TA,Y,,,Shed,WD,Normal,Si,20,4,6,0,0,1,0,3,1,5,0,2,0,0,11,2009,60.0,6960.0,1970.0,1970,0.0,375.0,,250.0,864.0,864.0,0.0,0.0,864.0,1989.0,660.0,96.0,0.0,0.0,0.0,,120500,39
727,RL,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Plywood,BrkFace,Gd,Gd,CBlock,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,Fin,TA,TA,Y,,,,WD,Normal,Si,20,6,9,1,0,2,0,3,1,5,1,2,182,0,12,2009,,,1988.0,2007,260.0,808.0,0.0,72.0,880.0,1680.0,0.0,0.0,1680.0,1988.0,540.0,292.0,44.0,0.0,0.0,0.0,222000,2
728,RL,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,,Attchd,RFn,TA,TA,Y,,,,WD,Normal,Si,20,7,5,1,0,2,0,2,1,6,0,2,0,0,2,2009,64.0,7314.0,2007.0,2007,82.0,724.0,0.0,508.0,1232.0,1232.0,0.0,0.0,1232.0,2007.0,632.0,132.0,0.0,0.0,0.0,0.0,194500,2
729,RL,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,Duplex,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,TA,Typ,,Detchd,Unf,TA,TA,Y,,,,COD,Abnorml,Si,90,5,5,1,0,2,0,4,2,9,0,3,0,0,7,2009,85.0,11475.0,1958.0,1958,95.0,0.0,0.0,1584.0,1584.0,1776.0,0.0,0.0,1776.0,1968.0,888.0,0.0,25.0,0.0,0.0,0.0,110000,51
730,RM,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,TA,Y,FuseA,TA,Typ,,Detchd,Unf,TA,TA,Y,,,,WD,Normal,Si,30,4,5,0,0,1,0,2,1,5,0,2,0,0,1,2009,52.0,6240.0,1925.0,1950,0.0,152.0,0.0,628.0,780.0,848.0,0.0,,1208.0,1962.0,539.0,0.0,23.0,,0.0,0.0,103000,59
731,RL,Pave,,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,Gable,CompShg,CemntBd,CmentBd,,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,RFn,TA,TA,Y,,,,WD,Normal,Si,120,8,5,1,0,2,0,2,1,5,1,2,0,0,3,2010,39.0,5389.0,1995.0,1996,0.0,1180.0,0.0,415.0,1595.0,1616.0,0.0,0.0,1616.0,1995.0,608.0,237.0,152.0,0.0,0.0,0.0,236500,14
732,RL,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,SLvl,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Ex,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,Fin,TA,TA,Y,,,,WD,Normal,No,80,7,5,1,0,2,0,3,1,6,1,2,0,0,5,2007,73.0,9590.0,2003.0,2003,,786.0,0.0,82.0,868.0,1146.0,0.0,0.0,1146.0,2003.0,438.0,160.0,22.0,0.0,0.0,0.0,187500,4
733,RL,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,ALQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,Fin,TA,TA,Y,,,,WD,Normal,Si,60,7,5,0,0,2,1,3,1,8,1,2,0,0,7,2008,75.0,11404.0,1998.0,1999,202.0,252.0,0.0,901.0,1153.0,1153.0,878.0,0.0,2031.0,1998.0,541.0,192.0,84.0,0.0,0.0,0.0,222500,9
734,RL,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,TA,Attchd,RFn,TA,TA,Y,,GdWo,Shed,WD,Normal,Si,20,5,6,1,0,1,0,3,1,6,1,1,0,0,3,2009,80.0,10000.0,1961.0,1983,0.0,594.0,0.0,270.0,864.0,1144.0,0.0,0.0,1144.0,1961.0,264.0,165.0,0.0,0.0,0.0,,131400,26
735,RL,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,Gable,CompShg,Plywood,Plywood,,TA,TA,PConc,TA,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,TA,Typ,,Attchd,Unf,TA,TA,Y,,,,WD,Family,No,20,5,5,0,0,1,0,3,1,6,0,1,0,0,5,2007,,8978.0,1968.0,1968,0.0,0.0,0.0,948.0,948.0,948.0,0.0,0.0,948.0,1968.0,300.0,147.0,0.0,0.0,0.0,0.0,108000,39
736,RM,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,Gable,CompShg,Wd Sdng,Wd Sdng,,TA,TA,BrkTil,Gd,TA,Mn,Rec,Unf,GasW,Fa,N,SBrkr,TA,Typ,TA,Detchd,Unf,TA,TA,N,,,,WD,Normal,No,75,7,7,0,0,1,1,2,1,6,2,2,0,0,10,2006,60.0,10800.0,1914.0,1970,0.0,390.0,0.0,490.0,880.0,880.0,888.0,0.0,1768.0,1914.0,320.0,0.0,,0.0,0.0,0.0,163000,36
737,RL,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,Gable,CompShg,Stucco,Stone,,TA,TA,CBlock,,,,,,GasA,Gd,N,FuseF,TA,Typ,,Detchd,Unf,TA,TA,Y,,,,WD,Normal,No,90,3,4,0,0,2,0,2,2,6,0,2,0,0,7,2006,60.0,8544.0,1950.0,1950,0.0,0.0,0.0,0.0,,1040.0,0.0,0.0,1040.0,1949.0,400.0,0.0,0.0,0.0,0.0,0.0,93500,56
738,RL,Pave,,IR1,HLS,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,Fin,TA,TA,Y,,,,WD,Normal,No,60,8,5,0,0,2,1,3,1,8,1,3,0,0,6,2006,72.0,10463.0,2005.0,2005,0.0,0.0,0.0,893.0,893.0,901.0,900.0,0.0,1801.0,2005.0,800.0,0.0,116.0,0.0,0.0,0.0,239900,1
739,RL,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,Gable,CompShg,Plywood,Plywood,,TA,TA,CBlock,Gd,Gd,Gd,GLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,,,,,,Y,,,,WD,Alloca,Si,90,5,5,3,0,3,0,3,1,5,0,0,0,0,3,2009,60.0,10800.0,1987.0,1988,0.0,1200.0,0.0,0.0,1200.0,1200.0,0.0,0.0,1200.0,,0.0,120.0,0.0,0.0,0.0,0.0,179000,21
740,RL,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,,Attchd,RFn,TA,TA,Y,,,,WD,Normal,Si,60,7,5,0,0,2,1,3,1,7,0,2,0,0,4,2009,65.0,9313.0,2004.0,2004,0.0,0.0,0.0,864.0,864.0,864.0,864.0,0.0,1728.0,2004.0,572.0,187.0,56.0,0.0,0.0,0.0,190000,5
741,RM,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Wd Shng,,TA,Gd,BrkTil,Fa,Fa,No,Unf,Unf,GasA,Ex,Y,SBrkr,TA,Typ,,Detchd,Unf,TA,Gd,Y,,GdPrv,,WD,Abnorml,No,70,5,7,0,0,2,0,2,1,7,0,2,0,0,5,2007,60.0,9600.0,1910.0,2002,0.0,0.0,0.0,264.0,264.0,768.0,664.0,0.0,1432.0,1910.0,360.0,270.0,0.0,,0.0,0.0,132000,5
742,RL,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,,TA,Gd,CBlock,TA,TA,Mn,GLQ,Unf,GasA,Gd,Y,SBrkr,Gd,Typ,,Detchd,Unf,TA,TA,Y,,GdPrv,,WD,Normal,Si,20,6,8,1,1,1,0,3,1,5,0,1,0,0,5,2008,65.0,6768.0,1961.0,1996,0.0,832.0,0.0,80.0,912.0,912.0,0.0,0.0,912.0,1962.0,288.0,168.0,0.0,0.0,0.0,0.0,142000,12
743,RL,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,TA,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,TA,Typ,,Attchd,Unf,TA,TA,Y,,GdPrv,,WD,Normal,No,20,7,5,0,0,2,0,3,1,6,0,2,0,0,12,2007,65.0,8450.0,2000.0,2001,108.0,0.0,0.0,1349.0,1349.0,1349.0,0.0,0.0,1349.0,2000.0,539.0,120.0,55.0,0.0,0.0,0.0,179000,6
744,RL,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,Gable,CompShg,HdBoard,HdBoard,,TA,TA,CBlock,Gd,TA,Av,ALQ,Unf,GasA,Ex,Y,SBrkr,TA,Min2,TA,Attchd,RFn,TA,TA,Y,,,,WD,Normal,Si,80,5,6,0,1,2,0,3,1,6,1,2,0,0,10,2009,70.0,12886.0,1963.0,1999,0.0,444.0,0.0,76.0,520.0,1464.0,0.0,0.0,1464.0,1997.0,480.0,302.0,0.0,0.0,,0.0,175000,10
745,RL,Pave,,IR1,HLS,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,Gable,CompShg,HdBoard,HdBoard,,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Gd,Y,SBrkr,Gd,Typ,TA,Attchd,RFn,TA,TA,Y,,,,WD,Normal,Si,120,8,5,1,0,2,0,2,1,5,1,2,168,0,10,2008,41.0,5395.0,1993.0,1993,0.0,733.0,0.0,604.0,1337.0,1337.0,0.0,0.0,1337.0,1993.0,462.0,96.0,0.0,,0.0,0.0,180000,15
746,RL,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,Ex,Gd,CBlock,TA,Gd,No,GLQ,ALQ,GasA,Ex,Y,SBrkr,Gd,Typ,TA,BuiltIn,Fin,TA,TA,Y,,,,WD,Normal,Si,60,8,9,0,1,3,1,4,1,11,2,2,0,0,7,2008,,8963.0,1976.0,1996,289.0,575.0,,487.0,1142.0,1175.0,1540.0,0.0,2715.0,1994.0,831.0,0.0,,0.0,0.0,0.0,299800,12
747,RL,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,TA,BuiltIn,Fin,TA,TA,Y,,,,WD,Normal,Si,60,7,5,0,0,2,1,4,1,8,1,2,0,0,4,2009,,8795.0,2000.0,2000,0.0,300.0,0.0,652.0,952.0,980.0,1276.0,0.0,2256.0,2000.0,554.0,224.0,54.0,0.0,0.0,0.0,236000,9
748,RM,Pave,Pave,IR1,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,Mansard,CompShg,Stucco,Stucco,,Gd,TA,Stone,TA,Fa,No,Unf,Unf,GasW,TA,N,SBrkr,Gd,Typ,Gd,Detchd,Unf,TA,TA,N,,,,WD,Normal,Si,70,7,7,0,0,1,1,4,1,8,1,4,0,0,5,2009,65.0,11700.0,,2003,0.0,0.0,0.0,1240.0,1240.0,1320.0,1320.0,0.0,2640.0,1950.0,864.0,181.0,0.0,,0.0,0.0,265979,6
749,RL,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,Fin,TA,TA,Y,,,,WD,Normal,Si,20,7,5,1,0,2,0,3,1,7,1,2,0,0,3,2010,59.0,10593.0,1996.0,1996,338.0,919.0,0.0,801.0,1720.0,1720.0,0.0,0.0,1720.0,1996.0,527.0,240.0,56.0,,0.0,0.0,260400,14
750,RL,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,WdShing,Wd Shng,,TA,TA,Slab,,,,,,Wall,TA,N,FuseF,TA,Mod,,Detchd,Unf,TA,TA,N,,,,WD,Normal,Si,50,4,3,0,0,2,0,4,1,9,0,1,0,0,4,2009,50.0,8405.0,1945.0,1950,0.0,0.0,0.0,0.0,,1088.0,441.0,0.0,1529.0,1945.0,240.0,92.0,0.0,,0.0,0.0,98000,59
751,RM,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,,TA,TA,BrkTil,TA,Fa,No,Unf,Unf,GasA,Gd,Y,SBrkr,TA,Min2,,,,,,N,,,,WD,Normal,Si,50,4,7,0,0,1,0,3,1,7,0,0,0,0,6,2010,55.0,8800.0,1910.0,2004,0.0,0.0,0.0,576.0,576.0,792.0,348.0,0.0,1140.0,,0.0,0.0,160.0,0.0,0.0,0.0,96500,6
752,RL,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,,Attchd,Fin,TA,TA,Y,,,,WD,Normal,No,60,7,5,0,0,2,1,3,1,6,0,2,0,0,8,2007,,7750.0,2003.0,2003,0.0,0.0,0.0,660.0,660.0,660.0,660.0,0.0,1320.0,2003.0,400.0,0.0,48.0,0.0,0.0,0.0,162000,4
753,RL,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,,TA,Gd,PConc,Gd,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,,Attchd,RFn,TA,TA,Y,,,,WD,Normal,No,20,6,5,1,0,2,0,3,1,6,0,2,0,0,7,2006,79.0,9236.0,1997.0,1997,0.0,1200.0,0.0,279.0,1479.0,1494.0,0.0,0.0,1494.0,1997.0,576.0,168.0,27.0,0.0,0.0,0.0,217000,9
754,RL,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Mn,Unf,Unf,GasA,Gd,Y,SBrkr,Ex,Typ,Gd,Attchd,RFn,TA,TA,Y,,,,WD,Normal,No,60,8,5,0,0,2,1,3,1,8,1,3,0,0,3,2006,80.0,10240.0,2005.0,2005,178.0,0.0,0.0,1030.0,1030.0,1038.0,1060.0,0.0,2098.0,2005.0,878.0,192.0,52.0,0.0,0.0,0.0,275500,1
755,RL,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Plywood,Plywood,,TA,TA,CBlock,TA,TA,No,GLQ,LwQ,GasA,Gd,Y,SBrkr,Gd,Typ,,Detchd,RFn,TA,TA,Y,,,,WD,Normal,Si,20,6,8,1,0,1,0,3,1,5,0,2,0,0,7,2009,61.0,7930.0,1969.0,2005,0.0,439.0,,115.0,1026.0,1026.0,0.0,0.0,1026.0,1969.0,440.0,171.0,48.0,0.0,0.0,0.0,156000,4
756,FV,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,Gable,CompShg,MetalSd,MetalSd,BrkFace,TA,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Gd,Y,SBrkr,TA,Typ,,Detchd,Unf,TA,TA,Y,,,,WD,Normal,Si,160,6,5,0,0,2,1,3,1,6,0,2,0,0,3,2009,34.0,3230.0,1999.0,1999,,381.0,0.0,348.0,729.0,742.0,729.0,0.0,1471.0,1999.0,440.0,0.0,24.0,0.0,0.0,0.0,172500,10
757,RL,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,,Attchd,RFn,TA,TA,Y,,,,WD,Normal,Si,60,8,5,0,0,2,1,3,1,7,0,2,0,0,4,2009,68.0,10769.0,2007.0,2007,0.0,20.0,0.0,846.0,866.0,866.0,902.0,0.0,1768.0,2007.0,578.0,144.0,105.0,0.0,0.0,0.0,212000,2
758,RL,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,2Story,Hip,CompShg,HdBoard,HdBoard,BrkCmn,TA,TA,CBlock,TA,TA,Mn,Rec,Unf,GasA,TA,Y,SBrkr,TA,Typ,TA,Attchd,Fin,TA,TA,Y,,GdPrv,,WD,Abnorml,Si,60,6,5,0,0,2,1,3,1,6,1,2,0,0,4,2010,,11616.0,1978.0,1978,328.0,438.0,0.0,234.0,672.0,672.0,714.0,0.0,1386.0,1978.0,440.0,335.0,0.0,0.0,0.0,0.0,158900,32
759,FV,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,Gable,CompShg,MetalSd,MetalSd,BrkFace,TA,TA,PConc,Gd,TA,No,ALQ,Unf,GasA,Gd,Y,SBrkr,TA,Typ,,Detchd,Unf,TA,TA,Y,,,,WD,Normal,Si,160,7,5,0,0,2,1,3,1,6,0,2,0,0,8,2008,,2280.0,1999.0,1999,360.0,549.0,0.0,195.0,744.0,757.0,744.0,0.0,1501.0,1999.0,440.0,0.0,0.0,0.0,0.0,0.0,179400,9
760,RL,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,LwQ,ALQ,GasA,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,RFn,TA,TA,Y,,,,WD,Normal,No,60,8,5,0,0,2,1,4,1,9,1,3,0,0,11,2007,65.0,12257.0,1995.0,1995,,56.0,,1198.0,1318.0,1328.0,1203.0,0.0,2531.0,1995.0,752.0,222.0,98.0,0.0,0.0,0.0,290000,12
761,RL,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,Ex,Y,SBrkr,TA,Typ,,Detchd,Unf,Ex,Ex,Y,,,Shed,WD,Normal,Si,20,6,6,0,0,1,0,2,1,5,0,1,0,0,10,2009,70.0,9100.0,1959.0,1959,0.0,612.0,0.0,252.0,864.0,864.0,0.0,0.0,864.0,2008.0,300.0,0.0,0.0,0.0,0.0,,127500,50
762,RM,Pave,,Reg,Lvl,AllPub,FR2,Gtl,BrkSide,Feedr,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,,TA,TA,PConc,TA,TA,Mn,LwQ,Unf,GasA,TA,Y,SBrkr,Fa,Min1,,Detchd,Unf,TA,TA,Y,,,,WD,Normal,Si,30,5,5,0,0,1,0,2,1,5,0,2,0,0,10,2009,60.0,6911.0,1924.0,1950,0.0,405.0,0.0,740.0,1145.0,1301.0,0.0,0.0,1301.0,1965.0,440.0,0.0,0.0,0.0,0.0,0.0,100000,59
